392586590192537600	#nswfires #NSWRFS #Blaxland MT nos mostra agora provavelmente melhor preparado para um incêndio do que nunca. Risco reduzido na última semana	Caution and advice	Related and informative	pt	ABF	9	3	1	143	22	3	1
390171778376400898	RT @Vixi_Darling: LAFFY !! #RedOctober	Not labeled	Not related	pt	ABF	5	0	0	38	4	1	0
329506720076427264	Manchete dos EUA: Pedágio de colapso de Bangladesh passa 400 http://t.co/y0080qPuxA	Affected individuals	Related and informative	pt	SVR	5	1	0	84	15	0	1
327060274836287490	RT @STcom: FOTOS: 87 mortos em colapso da fábrica de roupas #Bangladesh http://t.co/WNe42ReRNq http://t.co/ddlFhM7x01	Affected individuals	Related and informative	pt	SVR	7	1	0	118	21	1	1
332261878682226688	RT @moftasa: 804 pessoas mortas no colapso da fábrica de Bangladesh. Provavelmente, um dos maiores desastres industriais de todos os tempos. http: //t.…	Affected individuals	Related and informative	pt	SVR	8	3	0	155	24	0	1
324954805527273473	Tão horrível - salvadores da explosão da planta do fertilizante de Texas que procuraram por sobreviventes, pessoas faltantes - ABC News http://t.co/qWYlqu8q2G (através de @ABC)	Affected individuals	Related and informative	pt	WTX	11	1	1	180	30	0	1
329613477691932673	RT @htTweets: 500 pessoas morreram de medo no Bangladesh ao colapsar o prédio quando o papa ataca &#39;trabalho escravo&#39; http://t.co/1xDsAQTA5b #ht	Affected individuals	Related and informative	pt	SVR	11	6	1	152	27	1	1
232865178616737793	#rescueph sex pode ser legal até hoje! http://t.co/RJGAm4ez	Not labeled	Not related	pt	PHF	1	3	0	60	11	1	0
358290580062760960	Oh Paul, você sempre foi meu Beatle favorito. :-)) # LacMégantic http://t.co/MbZqhZw1KO	Not labeled	Not related	pt	LAM	6	1	1	89	14	1	0
243367657112481792	RT @ateratera: Shoa publica horas estimadas para a chegada à costa chilena do tsunami devido a um terremoto 7.6º Richter na Costa Rica http: / ...	Caution and advice	Related and informative	pt	COS	10	4	0	148	24	0	1
392030903632818176	RT @smh: Toda a área de Blue Mountains, Penrith e Richmond correm o risco de queimar nos próximos dias. #nswfires	Caution and advice	Related and informative	pt	ABF	9	2	0	115	21	1	1
332941863424233476	RT @ELDEBATE: Caso você não tenha descoberto: &#39;O abraço da morte&#39; move o mundo http://t.co/3H73gNj5bd # Photography #Bangladesh http: //t.co ...	Not labeled	Not applicable	pt	SVR	11	4	1	155	27	2	0
305916691907489792	Peças de Meteoros Russos 2013 Crumb Boss TV: Todas as receitas encontradas em http://t.co/Bz1Nksu4AU Confira o link abaixo ...	Other Useful Information	Related and informative	pt	RUS	10	2	0	127	22	0	1
326399864885899264	Eles trazem acusações contra Tsarnaev. Ele será acusado de terrorista e poderá ser condenado à pena de morte || http://t.co/QMBTml4w7y	Not labeled	Not applicable	pt	BOB	5	3	2	139	22	0	0
243868972875927552	US #USGS #alert】 M 1.6, Central da Califórnia: 07 de setembro de 2012, 00:26:08 GMT http://t.co/jP1z9llB #earthquake #tsunami #prayfromjapan	Not labeled	Not related	pt	COS	11	3	0	143	26	5	0
239548072206692352	RT @webarticulista: Não é a primeira vez que Chávez leva tempo para aparecer. Não é medo, é puro estilo Castrista. Faça você mesmo desejar, implore. #Amuay	Not labeled	Not related	pt	VNZ	11	6	1	163	27	1	0
243010205917523968	RT @garciabanchs: Chávez não confiava em universidades mais qualificadas para substituir trabalhadores iniciados #Amuay (O&#39;Donnell http://t.co/TL ...	Not labeled	Not related	pt	VNZ	6	5	0	155	23	1	0
302555741569572866	#RussianMeteor Lol. Pego em flagrante! http://t.co/fWTvnIt4	Not labeled	Not applicable	pt	RUS	5	1	0	59	9	1	0
370006776902451200	Habagat, #MaringPH está se aproximando	Not labeled	Not applicable	pt	MNL	2	1	1	39	5	1	0
246829379785736193	#Earthquake Magnitude ML 2.6Region ILHAS CANÁRIAS, ESPANHA REGIÃO Hora de início 2012-09-15 03: 50: 39.2 UTCLocation ... http://t.co/Yqm6gfeB	Not labeled	Not related	pt	COS	12	0	0	144	27	1	0
210207724561108993	RT @reporterremoto: #terremoto M 5.0, Ilhas Salomão http://t.co/2hbpeAgs #earthquake	Not labeled	Not related	pt	ITL	7	0	0	85	14	2	0
402786990698926080	Alluvion Sardenha 2013, vídeo. Hoje ainda chove: em escolas fechadas Bonorva http://t.co/oyoFWGinvy #ForzaSardegna #allertameteoSAR #maltempo	Infrastructure and utilities	Related and informative	pt	SAR	10	3	0	142	19	3	1
324727587509239809	RT @jessicadpeters: Depois de ver notícias sobre a explosão de West, @ SusanPeters85 liga para seus amigos mais próximos e vai para o hospital. Tão grato ...	Affected individuals	Related - but not informative	pt	WTX	8	4	0	161	29	0	1
417222975570849792	#JuliaMontesOnASAPDiyesIsIt #Pasay #pinoy #philippines Nós (2) Love (4) Você (3) = 243 #Mentaphone #Anônimo https://t.co/GDyRP2TmDp	Not labeled	Not related	pt	TPY	10	4	2	134	19	6	0
303853702492606464	RT @cnnivideo: Veja um enorme buraco no meteoro no lago http://t.co/q5SIxuP9 #RussianMeteor #CNN http://t.co/kcs2olRk	Other Useful Information	Related and informative	pt	RUS	9	2	2	117	20	2	1
239917229704089601	#Amuay QEPD ... boa noite!	Sympathy and support	Related - but not informative	pt	VNZ	4	0	0	26	4	1	1
378195111080771584	OBTENHA NOVOS FOLLO WERS? Visite http://t.co/AwSRQmFypt # sharewhatsgood, # BestRapper, # boulderflood, # TomQandA, # initialsof http://t.co/ksF72alGf9	Not labeled	Not related	pt	CFL	10	1	0	151	18	5	0
245585516974723072	RT @ShakeOut: Leia o Guia de Preparação para Pessoas com Deficiência e Acesso / Necessidades Funcionais - vital para a preparação do #quake: http://t.co/X ...	Not labeled	Not related	pt	COS	11	3	0	163	28	1	0
232865136677904386	O Twitter realmente ajudou bastante e provou sua efetividade não apenas para as marcas, mas principalmente ajudando as pessoas. #RescuePH	Not labeled	Not related	pt	PHF	5	3	0	138	21	1	0
243451207652343809	Enviei um vídeo para o @YouTube http://t.co/sGUoNzKd 1/3 EARTHQUAKE 7.6 COSTA RICA - 5 DE SETEMBRO DE 2012 - Re	Other Useful Information	Related and informative	pt	COS	7	2	0	112	24	0	1
240511449334706176	RT @ VTVcanal8: IMAGEM - Missão Cumprida: Bombeiros, voluntários e profissionais que extinguiram o fogo na refinaria de Amuay http: / ...	Sympathy and support	Related and informative	pt	VNZ	12	2	1	139	20	0	1
390007458111840256	RT @ohhmygawdfila: - Ciclone Phailin na Índia - Tufão Fitow na China - Tufão Nari no Vietnã - Terremoto na Filipinas - Typhoon Wi…	Not labeled	Not related	pt	BOL	17	1	0	136	21	0	0
331805412556931072	RT @ Silver0_1: #PrayForTheUmmah #Syria #Rohingya (#Burma) #Palestine #Kashmir #Iraq #Afghanistan #Nigeria #Bangladesh #Muslim E mais…	Not labeled	Not related	pt	SVR	23	2	0	136	15	10	0
217817576137424897	Aqui está uma foto do Colorado e os fogos do espaço. http://t.co/QOAfPMoi	Other Useful Information	Related and informative	pt	CWF	3	2	0	75	16	0	1
325008375190536193	#prayforboston e #prayfortexas são tão tristes./	Sympathy and support	Related - but not informative	pt	WTX	2	2	0	50	8	2	1
369650571432570881	RT @rapplerdotcom: Nível de alerta 2 levantado para o rio Marikina http://t.co/54PXJJaFXR #WeatherAlert #MaringPH	Caution and advice	Related and informative	pt	MNL	9	2	0	114	18	2	1
217795073671299072	Incêndios florestais no Colorado http://t.co/iIzWFN6Q	Other Useful Information	Related and informative	pt	CWF	3	0	1	54	9	0	1
329976243032313856	Smh Joe Fresh #Bangladesh	Not labeled	Not applicable	pt	SVR	5	0	0	25	4	1	0
399413935637405696	Tufão #Haiyan esperado para fazer landfall em # Vietnã http://t.co/wisHE2ZpOA	Caution and advice	Related and informative	pt	TPY	7	2	0	79	13	2	1
295416901943828481	RT se você tiver mais de 9 anos #bigwet #getinvolved	Not labeled	Not related	pt	QFL	1	3	1	53	10	2	0
393449828254224384	RT @unisdr: 17 Out A imagem da NASA dá uma idéia da escala e extensão dos incêndios devastadores em New South Wales #australia http://t.co/EvFD…	Other Useful Information	Related and informative	pt	ABF	12	3	0	150	30	1	1
