392586590192537600	#nswfires #NSWRFS #Blaxland MT Riverview uns jetzt wahrscheinlich besser vorbereitet für ein Feuer als je zuvor. Risiko in der letzten Woche reduziert	Caution and advice	Related and informative	de	ABF	8	2	1	151	23	3	1
390171778376400898	RT @Vixi_Darling: Laffy !! #RedOctober	Not labeled	Not related	de	ABF	4	0	0	38	4	1	0
329506720076427264	US-Schlagzeile: Bangladesch Kollaps Maut passiert 400 http://t.co/y0080qPuxA	Affected individuals	Related and informative	de	SVR	4	1	0	76	11	0	1
327060274836287490	RT @STcom: BILDER: 87 Tote in #Bangladesh Kleiderfabrik Zusammenbruch http://t.co/WNe42ReRNq http://t.co/ddlFhM7x01	Affected individuals	Related and informative	de	SVR	10	0	0	115	17	1	1
332261878682226688	RT @moftasa: 804 Menschen starben beim Zusammenbruch der Fabrik in Bangladesch. Wahrscheinlich eine der größten Industriekatastrophen aller Zeiten. http: // ...	Affected individuals	Related and informative	de	SVR	8	2	1	162	20	0	1
324954805527273473	So schrecklich - Texas Fertilizer Plant Explosion Retter auf der Suche nach Überlebenden, vermissten Personen - ABC News http://t.co/qWYlqu8q2G (via @ABC)	Affected individuals	Related and informative	de	WTX	11	0	0	155	22	0	1
329613477691932673	RT @htTweets: 500 fürchtete tot in Bangladesch Gebäude Zusammenbruch als Papst knallt &quot;Sklavenarbeit&quot; http://t.co/1xDsAQTA5b #ht	Affected individuals	Related and informative	de	SVR	8	2	0	140	22	1	1
232865178616737793	#rescueph Sex könnte vielleicht bis heute nett sein! http://t.co/RJGAm4ez	Not labeled	Not related	de	PHF	2	1	0	74	13	1	0
358290580062760960	Oh Paul, du warst immer mein Lieblings-Beatle. :-)) # LacMégantic http://t.co/MbZqhZw1KO	Not labeled	Not related	de	LAM	5	0	1	89	14	1	0
243367657112481792	RT @latercera: Shoa veröffentlicht geschätzte Stunden für die Ankunft an der chilenischen Tsunami-Küste aufgrund eines Erdbebens 7.6º Richter in Costa Rica http: / ...	Caution and advice	Related and informative	de	COS	11	2	0	172	28	0	1
392030903632818176	RT @smh: Die gesamte Blue Mountains Gegend sowie Penrith und Richmond sind in den nächsten Tagen in Gefahr zu brennen. #nswfires	Caution and advice	Related and informative	de	ABF	8	2	0	129	22	1	1
332941863424233476	RT @ELDEBATE: Wenn Sie nicht herausgefunden haben: &quot;Die Umarmung des Todes&quot; bewegt die Welt http://t.co/3H73gNj5bd # Fotografie #Bangladesh http: //t.co ...	Not labeled	Not applicable	de	SVR	10	3	1	166	25	2	0
305916691907489792	Russian Meteor Pieces 2013 Crumb Boss TV: Alle Rezepte auf http://t.co/Bz1Nksu4AU finden Sie unter dem Link unten ...	Other Useful Information	Related and informative	de	RUS	9	1	1	117	20	0	1
326399864885899264	Sie bringen Anklage gegen Tsarnaev. Er wird als Terrorist angeklagt und könnte der Todesstrafe ausgesetzt sein || http://t.co/QMBTml4w7y	Not labeled	Not applicable	de	BOB	6	4	2	137	21	0	0
243868972875927552	【#USGS #alert】 M 1.6, Zentral-Kalifornien: 07. September 2012 00:26:08 GMT http://t.co/jP1z9llB #erdbeben #tsunami #prayfromjapan	Not labeled	Not related	de	COS	13	2	0	133	21	4	0
239548072206692352	RT @webarticulista: Es ist nicht das erste Mal, dass Chávez sich Zeit nimmt, um zu erscheinen. Es ist keine Angst, es ist purer Castroismus. Mach dir Wunsch, betteln. #Amuay	Not labeled	Not related	de	VNZ	10	3	5	174	30	1	0
243010205917523968	RT @garciabanchs: Chávez vertrauten nicht mehr qualifizierten Universitäten, um gebootete Arbeiter zu ersetzen #Amuay (O&#39;Donnell http://t.co/TL ...	Not labeled	Not related	de	VNZ	9	2	0	153	23	1	0
302555741569572866	#RussischMeteor Lol. Auf frischer Tat ertappt! http://t.co/fWTvnIt4	Not labeled	Not applicable	de	RUS	4	1	0	67	10	1	0
370006776902451200	Habagat, #MaringPH rückt näher	Not labeled	Not applicable	de	MNL	3	1	0	32	6	1	0
246829379785736193	#Earthquake Magnitude ML 2.6Region KANARISCHE INSELN, SPANIEN REGIONDatum Zeit 2012-09-15 03: 50: 39.2 UTCLocation ... http://t.co/Yqm6gfeB	Not labeled	Not related	de	COS	11	0	0	139	22	1	0
210207724561108993	RT @reporterremoto: #terremoto M 5.0, Salomonen http://t.co/2hbpeAgs #Earthquake	Not labeled	Not related	de	ITL	7	2	0	80	12	2	0
402786990698926080	Alluvion Sardinien 2013, Video. Heute regnet es noch: in Bonorva geschlossene Schulen http://t.co/oyoFWGinvy #ForzaSardegna #allertameteoSAR #maltempo	Infrastructure and utilities	Related and informative	de	SAR	11	2	1	150	19	3	1
324727587509239809	RT @jessicadpeters: Nachdem sie Neuigkeiten über die West-Explosion gesehen hat, ruft SusanPeters85 ihre engsten Freunde an und geht ins Krankenhaus. So dankbar ...	Affected individuals	Related - but not informative	de	WTX	6	3	1	165	23	0	1
417222975570849792	#JuliaMontesOnASAPDiyesIsIt #Pasay #pinoy #philippines Wir (2) Liebe (4) Du (3) = 243 #Mentaphone #Anonym https://t.co/GDyRP2TmDp	Not labeled	Not related	de	TPY	11	1	2	129	17	6	0
303853702492606464	RT @cnnivideo: Siehe großes Loch von Meteor im See http://t.co/q5SIxuP9 #RussianMeteor #CNN http://t.co/kcs2olRk	Other Useful Information	Related and informative	de	RUS	9	2	0	113	20	2	1
239917229704089601	#Amuay QEPD ... Gute Nacht!	Sympathy and support	Related - but not informative	de	VNZ	4	0	0	27	4	1	1
378195111080771584	GET NEW FOLLO WERS? Besuchen Sie http://t.co/AwSRQmFypt # sharewhatsgood, # BestRapper, # boulderflood, # TomQandA, # initialsof http://t.co/ksF72alGf9	Not labeled	Not related	de	CFL	13	2	1	151	19	5	0
245585516974723072	RT @ShakeOut: Lesen Sie den Bereitschaftsleitfaden für Menschen mit Behinderungen und Zugang / Funktionelle Bedürfnisse - wichtig für #bequake prep: http://t.co/X ...	Not labeled	Not related	de	COS	9	2	1	169	25	1	0
232865136677904386	Twitter hat wirklich sehr geholfen und hat seine Effektivität bewiesen, nicht nur für Marken, sondern vor allem durch die Hilfe von Menschen #RescuePH	Not labeled	Not related	de	PHF	7	2	1	152	25	1	0
243451207652343809	Ich habe ein Video auf @YouTube http://t.co/sGUoNzKd hochgeladen. 1/3 EARTHQUAKE 7.6 COSTA RICA - 5. SEPTEMBER 2012 - Re	Other Useful Information	Related and informative	de	COS	8	1	1	120	22	0	1
240511449334706176	RT @ VTVcanal8: IMAGE - Mission Accomplished: Feuerwehrmänner, Freiwillige und Fachleute, die das Feuer in der Amuay-Raffinerie löschten http: / ...	Sympathy and support	Related and informative	de	VNZ	12	2	1	150	20	0	1
390007458111840256	RT @ohhmygawdfila: - Zyklon Phailin in Indien - Taifun Fitow in China - Taifun Nari in Vietnam - Erdbeben in Philippinen - Typhoon Wi ...	Not labeled	Not related	de	BOL	15	0	0	137	19	0	0
331805412556931072	RT @ Silver0_1: #PrayForTheUmmah #Syria #Rohingya (#Burma) #Palestine #Kaschmir #Iraq #Afghanistan #Nigeria #Bangladesh #Muslim Und mehr ...	Not labeled	Not related	de	SVR	23	1	0	140	15	10	0
217817576137424897	Hier ist ein Bild von Colorado und den Bränden aus dem Weltall. http://t.co/QOAfPMoi	Other Useful Information	Related and informative	de	CWF	4	0	0	85	17	0	1
325008375190536193	#prayforboston und #prayfortexas so traurig.:/	Sympathy and support	Related - but not informative	de	WTX	2	0	0	46	5	2	1
369650571432570881	RT @rapplerdotcom: Warnstufe 2 für Marikina River http://t.co/54PXJJaFXR # WeatherAlert #MaringPH	Caution and advice	Related and informative	de	MNL	10	0	0	98	14	2	1
217795073671299072	Wildfire in Colorado http://t.co/iIzWFN6Q	Other Useful Information	Related and informative	de	CWF	3	0	0	41	7	0	1
329976243032313856	Smh Joe Frisch # Bangladesch	Not labeled	Not applicable	de	SVR	5	0	0	28	4	1	0
399413935637405696	Taifun #Haiyan erwartet in #Vietnam landen zu landen http://t.co/wisHE2ZpOA	Caution and advice	Related and informative	de	TPY	6	3	0	75	12	2	1
295416901943828481	RT, wenn Sie älter als 9 # bigwet #getinvolved sind	Not labeled	Not related	de	QFL	3	1	1	52	9	2	0
